Date,SMS,Month,Year,Day,Amount,Type,Merchant,Category
2022-08-17 09:28:00,"dear customer, aed 2000.00 was credited to your account *535. your available account balance is aed 2000.61",8,2022,17,2000.0,Credit,,Other
2022-08-17 15:27:00,"dear customer, aed 2000.00 was debited from your account *535. your available account balance is aed 0.61",8,2022,17,2000.0,Debit,,Other
2022-08-17 15:29:00,"dear customer, aed 2000.00 was credited to your account *535. your available account balance is aed 2000.61",8,2022,17,2000.0,Credit,,Other
2022-08-19 22:03:00,transaction of aed 39.00 debited from your a/c *535 at deliveroo plus - ae    +9 7145126268 ae. avl bal is aed 1961.61,8,2022,19,39.0,Debit,deliveroo plus,Food
2022-08-21 16:18:00,"dear customer, aed 414.75 was debited from your account *535. your available account balance is aed 1546.86",8,2022,21,414.75,Debit,,Other
2022-08-21 17:48:00,"dear customer, aed 838.32 was debited from your account *535. your available account balance is aed 708.54",8,2022,21,838.32,Debit,,Other
2022-08-22 13:40:00,"dear customer, aed 700.00 was debited from your account *535. your available account balance is aed 8.54",8,2022,22,700.0,Debit,,Other
2022-08-23 18:03:00,"dear customer, aed 3000.00 was credited to your account *535. your available account balance is aed 3008.54",8,2022,23,3000.0,Credit,,Other
2022-08-23 18:47:00,"dear customer, aed 230.00 was debited from your account *535. your available account balance is aed 2778.54",8,2022,23,230.0,Debit,,Other
2022-08-23 20:15:00,"dear customer, aed 500.00 was debited from your account *535. your available account balance is aed 2278.54",8,2022,23,500.0,Debit,,Other
2022-08-24 08:06:00,transaction of aed 32.99 debited from your a/c *535 at apple.com/bill         it unes.com ie. avl bal is aed 2245.55,8,2022,24,32.99,Debit,apple,Shopping
2022-08-24 13:02:00,"dear customer, aed 39.00 was credited to your account *535. your available account balance is aed 2284.55",8,2022,24,39.0,Credit,,Other
2022-08-24 21:39:00,"dear customer, aed 2000.00 was debited from your account *535. your available account balance is aed 284.55",8,2022,24,2000.0,Debit,,Other
2022-08-25 06:12:00,"dear customer, aed 16000.00 was credited to your account *535. your available account balance is aed 16284.55",8,2022,25,16000.0,Credit,,Other
2022-08-25 15:53:00,"dear customer, aed 2000.00 was credited to your account *535. your available account balance is aed 18284.55",8,2022,25,2000.0,Credit,,Other
2022-08-26 17:37:00,"dear customer, aed 8000.00 was debited from your account *535. your available account balance is aed 10284.55",8,2022,26,8000.0,Debit,,Other
2022-08-26 17:39:00,"dear customer, aed 10000.00 was debited from your account *535. your available account balance is aed 284.55",8,2022,26,10000.0,Debit,,Other
2022-08-26 19:17:00,"dear customer, aed 4000.00 was credited to your account *535. your available account balance is aed 4284.55",8,2022,26,4000.0,Credit,,Other
2022-08-27 12:48:00,"dear customer, aed 200.00 was debited from your account *535. your available account balance is aed 4083.50",8,2022,27,200.0,Debit,,Other
2022-08-27 12:48:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 4083.50",8,2022,27,1.05,Debit,,Other
2022-08-27 18:03:00,transaction of aed 3.69 debited from your a/c *535 at apple.com/bill         it unes.com ie. avl bal is aed 4079.81,8,2022,27,3.69,Debit,apple,Shopping
2022-08-28 07:48:00,"dear customer, aed 15000.00 was credited to your account *535. your available account balance is aed 19079.81",8,2022,28,15000.0,Credit,,Other
2022-08-28 08:45:00,"dear customer, aed 15000.00 was debited from your account *535. your available account balance is aed 4079.81",8,2022,28,15000.0,Debit,,Other
2022-08-29 17:58:00,"dear customer, aed 12000.00 was credited to your account *535. your available account balance is aed 16079.81",8,2022,29,12000.0,Credit,,Other
2022-08-31 16:04:00,"dear customer, aed 12000.00 was debited from your account *535. your available account balance is aed 3579.81",8,2022,31,12000.0,Debit,,Other
2022-08-31 16:05:00,"dear customer, aed 500.00 was debited from your account *535. your available account balance is aed 3579.81",8,2022,31,500.0,Debit,,Other
2022-08-31 17:22:00,transaction of aed 226.25 debited from your a/c *535 at al ansari exchange llc du bai ae. avl bal is aed 3353.56,8,2022,31,226.25,Debit,al ansari exchange llc du bai ae,Bills
2022-08-31 17:24:00,"dear customer, aed 3011.11 was debited from your account *535. your available account balance is aed 342.45",8,2022,31,3011.11,Debit,,Other
2022-09-01 12:31:00,"dear customer, aed 88.00 was debited from your account *535. your available account balance is aed 254.45",9,2022,1,88.0,Debit,,Other
2022-09-01 14:50:00,"dear customer, aed 70.00 was credited to your account *535. your available account balance is aed 324.45",9,2022,1,70.0,Credit,,Other
2022-09-01 14:52:00,"dear customer, aed 300.00 was debited from your account *535. your available account balance is aed 24.45",9,2022,1,300.0,Debit,,Other
2022-09-02 19:39:00,"dear customer, aed 400.00 was credited to your account *535. your available account balance is aed 424.45",9,2022,2,400.0,Credit,,Other
2022-09-02 19:55:00,"dear customer, aed 345.00 was debited from your account *535. your available account balance is aed 79.45",9,2022,2,345.0,Debit,,Other
2022-09-06 10:17:00,"dear customer, aed 79.45 was debited from your account *535. your available account balance is aed 0.00",9,2022,6,79.45,Debit,,Other
2022-09-19 22:35:00,"dear customer, aed 2000.00 was credited to your account *535. your available account balance is aed 2000.00",9,2022,19,2000.0,Credit,,Other
2022-09-21 07:57:00,"dear customer, aed 1600.00 was credited to your account *535. your available account balance is aed 3600.00",9,2022,21,1600.0,Credit,,Other
2022-09-21 16:18:00,"dear customer, aed 1000.00 was debited from your account *535. your available account balance is aed 2600.00",9,2022,21,1000.0,Debit,,Other
2022-09-21 16:20:00,"dear customer, aed 458.00 was debited from your account *535. your available account balance is aed 2142.00",9,2022,21,458.0,Debit,,Other
2022-09-21 16:21:00,"dear customer, aed 38.00 was debited from your account *535. your available account balance is aed 2104.00",9,2022,21,38.0,Debit,,Other
2022-09-23 11:47:00,transaction of aed 1315.75 debited from your a/c *535 at al fardan exchange llc du bai ae. avl bal is aed 788.25,9,2022,23,1315.75,Debit,al fardan exchange llc du bai ae,Bills
2022-09-23 13:05:00,"dear customer, aed 300.00 was debited from your account *535. your available account balance is aed 488.25",9,2022,23,300.0,Debit,,Other
2022-09-23 13:07:00,"dear customer, aed 124.05 was debited from your account *535. your available account balance is aed 364.20",9,2022,23,124.05,Debit,,Other
2022-09-24 00:10:00,transaction of aed 32.99 debited from your a/c *535 at apple.com/bill         it unes.com ie. avl bal is aed 331.21,9,2022,24,32.99,Debit,apple,Shopping
2022-09-24 10:06:00,"dear customer, aed 132.89 was debited from your account *535. your available account balance is aed 198.32",9,2022,24,132.89,Debit,,Other
2022-09-24 10:30:00,"dear customer, aed 38.29 was debited from your account *535. your available account balance is aed 158.98",9,2022,24,38.29,Debit,,Other
2022-09-24 10:30:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 158.98",9,2022,24,1.05,Debit,,Other
2022-09-24 22:05:00,"dear customer, aed 100.00 was debited from your account *535. your available account balance is aed 58.98",9,2022,24,100.0,Debit,,Other
2022-09-26 10:24:00,"dear customer, your salary of aed 16000.00 was credited to your account *535. your available account balance is aed 16058.98",9,2022,26,16000.0,Credit,,Other
2022-09-27 18:06:00,transaction of aed 3.69 debited from your a/c *535 at apple.com/bill         it unes.com ie. avl bal is aed 16055.29,9,2022,27,3.69,Debit,apple,Shopping
2022-09-29 15:52:00,"dear customer, aed 2000.00 was credited to your account *535. your available account balance is aed 18055.29",9,2022,29,2000.0,Credit,,Other
2022-09-30 05:07:00,"dear customer, aed 1200.00 was credited to your account *535. your available account balance is aed 19255.29",9,2022,30,1200.0,Credit,,Other
2022-09-30 14:24:00,"dear customer, aed 1500.00 was debited from your account *535. your available account balance is aed 17755.29",9,2022,30,1500.0,Debit,,Other
2022-09-30 14:25:00,"dear customer, aed 1700.00 was debited from your account *535. your available account balance is aed 16055.29",9,2022,30,1700.0,Debit,,Other
2022-09-30 14:33:00,"dear customer, aed 375.00 was credited to your account *535. your available account balance is aed 16430.29",9,2022,30,375.0,Credit,,Other
2022-09-30 14:37:00,"dear customer, aed 430.00 was debited from your account *535. your available account balance is aed 16000.29",9,2022,30,430.0,Debit,,Other
2022-10-02 06:30:00,"dear customer, aed 11000.00 was credited to your account *535. your available account balance is aed 27000.29",10,2022,2,11000.0,Credit,,Other
2022-10-02 10:42:00,"dear customer, aed 15000.00 was debited from your account *535. your available account balance is aed 12000.29",10,2022,2,15000.0,Debit,,Other
2022-10-02 10:43:00,"dear customer, aed 10000.00 was debited from your account *535. your available account balance is aed 2000.29",10,2022,2,10000.0,Debit,,Other
2022-10-02 11:00:00,"dear customer, aed 500.00 was debited from your account *535. your available account balance is aed 1500.29",10,2022,2,500.0,Debit,,Other
2022-10-02 11:01:00,"dear customer, aed 1500.00 was debited from your account *535. your available account balance is aed 0.29",10,2022,2,1500.0,Debit,,Other
2022-10-03 04:10:00,"dear customer, aed 1000.00 was credited to your account *535. your available account balance is aed 1000.29",10,2022,3,1000.0,Credit,,Other
2022-10-03 04:25:00,"dear customer, aed 26000.00 was credited to your account *535. your available account balance is aed 27000.29",10,2022,3,26000.0,Credit,,Other
2022-10-03 10:49:00,"dear customer, aed 26000.00 was debited from your account *535. your available account balance is aed 1000.29",10,2022,3,26000.0,Debit,,Other
2022-10-03 10:50:00,"dear customer, aed 310.77 was debited from your account *535. your available account balance is aed 689.52",10,2022,3,310.77,Debit,,Other
2022-10-07 13:35:00,transaction of aed 20.99 debited from your a/c *535 at apple.com/bill         it unes.com ie. avl bal is aed 668.53,10,2022,7,20.99,Debit,apple,Shopping
2022-10-10 18:24:00,"dear customer, aed 468.00 was debited from your account *535. your available account balance is aed 199.48",10,2022,10,468.0,Debit,,Other
2022-10-10 18:24:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 199.48",10,2022,10,1.05,Debit,,Other
2022-10-10 20:04:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 98.43",10,2022,10,1.05,Debit,,Other
2022-10-10 20:04:00,"dear customer, aed 100.00 was debited from your account *535. your available account balance is aed 98.43",10,2022,10,100.0,Debit,,Other
2022-10-12 19:36:00,transaction of aed 75.00 debited from your a/c *535 at makeup cup cafe        ab u dhabi ae. avl bal is aed 23.43,10,2022,12,75.0,Debit,makeup cup cafe        ab u dhabi ae,Food
2022-10-17 07:25:00,"dear customer, aed 20.00 was credited to your account *535. your available account balance is aed 43.43",10,2022,17,20.0,Credit,,Other
2022-10-17 15:57:00,"dear customer, aed 20000.00 was credited to your account *535. your available account balance is aed 20043.43",10,2022,17,20000.0,Credit,,Other
2022-10-17 16:55:00,"dear customer, atm cash withdrawal for aed 5000.00 was debited from your account *535. your avl bal is aed 15043.43.",10,2022,17,5000.0,Debit,,Other
2022-10-18 11:45:00,"dear customer, aed 15000.00 was debited from your account *535. your available account balance is aed 43.43",10,2022,18,15000.0,Debit,,Other
2022-10-18 12:02:00,"dear customer, aed 40.00 was credited to your account *535. your available account balance is aed 8.43",10,2022,18,40.0,Credit,,Other
2022-10-18 12:02:00,"dear customer, aed 75.00 was debited from your account *535. your available account balance is aed 8.43",10,2022,18,75.0,Debit,,Other
2022-10-21 16:42:00,"dear customer, aed 11000.00 was credited to your account *535. your available account balance is aed 11008.43",10,2022,21,11000.0,Credit,,Other
2022-10-23 02:30:00,transaction of aed 13.63 debited from your a/c *535 at quizlet.com            51 0-495-6550 us. avl bal is aed 10994.80,10,2022,23,13.63,Debit,quizlet,Other
2022-10-23 07:24:00,"dear customer, aed 650.00 was debited from your account *535. your available account balance is aed 10344.80",10,2022,23,650.0,Debit,,Other
2022-10-23 08:42:00,"dear customer, aed 10344.00 was debited from your account *535. your available account balance is aed 0.80",10,2022,23,10344.0,Debit,,Other
2022-10-24 12:16:00,"dear customer, aed 10180.00 was credited to your account *535. your available account balance is aed 10180.80",10,2022,24,10180.0,Credit,,Other
2022-10-25 00:10:00,transaction of aed 32.99 debited from your a/c *535 at apple.com/bill         it unes.com ie. avl bal is aed 10147.81,10,2022,25,32.99,Debit,apple,Shopping
2022-10-26 05:37:00,"dear customer, your salary of aed 16000.00 was credited to your account *535. your available account balance is aed 26147.81",10,2022,26,16000.0,Credit,,Other
2022-10-26 10:53:00,transaction of aed 78.00 debited from your a/c *535 at ministry of interior   au h ae. avl bal is aed 26069.81,10,2022,26,78.0,Debit,ministry of interior   au h ae,Other
2022-10-27 18:02:00,transaction of aed 3.69 debited from your a/c *535 at apple.com/bill         it unes.com ie. avl bal is aed 26066.12,10,2022,27,3.69,Debit,apple,Shopping
2022-10-29 17:25:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 25681.07",10,2022,29,1.05,Debit,,Other
2022-10-29 17:25:00,"dear customer, aed 384.00 was debited from your account *535. your available account balance is aed 25681.07",10,2022,29,384.0,Debit,,Other
2022-10-31 13:35:00,"dear customer, aed 10000.00 was debited from your account *535. your available account balance is aed 5681.07",10,2022,31,10000.0,Debit,,Other
2022-10-31 13:35:00,"dear customer, aed 10000.00 was debited from your account *535. your available account balance is aed 5681.07",10,2022,31,10000.0,Debit,,Other
2022-10-31 13:37:00,"dear customer, aed 4100.00 was debited from your account *535. your available account balance is aed 1581.07",10,2022,31,4100.0,Debit,,Other
2022-11-01 13:03:00,"dear customer, aed 500.00 was debited from your account *535. your available account balance is aed 1081.07",11,2022,1,500.0,Debit,,Other
2022-11-05 16:37:00,"dear customer, aed 100.00 was debited from your account *535. your available account balance is aed 980.02",11,2022,5,100.0,Debit,,Other
2022-11-05 16:37:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 980.02",11,2022,5,1.05,Debit,,Other
2022-11-08 17:19:00,"dear customer, aed 250.00 was debited from your account *535. your available account balance is aed 730.02",11,2022,8,250.0,Debit,,Other
2022-11-08 17:47:00,"dear customer, aed 250.00 was credited to your account *535. your available account balance is aed 980.02",11,2022,8,250.0,Credit,,Other
2022-11-09 22:03:00,"dear customer, aed 400.00 was debited from your account *535. your available account balance is aed 580.02",11,2022,9,400.0,Debit,,Other
2022-11-17 22:14:00,"dear customer, aed 500.00 was debited from your account *535. your available account balance is aed 80.02",11,2022,17,500.0,Debit,,Other
2022-11-19 09:17:00,"dear customer, aed 25.00 was debited from your account *535. your available account balance is aed 55.02",11,2022,19,25.0,Debit,,Other
2022-11-19 09:38:00,"dear customer, aed 25.00 was credited to your account *535. your available account balance is aed 80.02",11,2022,19,25.0,Credit,,Other
2022-11-19 09:49:00,"dear customer, aed 50.00 was debited from your account *535. your available account balance is aed 30.02",11,2022,19,50.0,Debit,,Other
2022-11-19 15:08:00,"dear customer, aed 850.00 was credited to your account *535. your available account balance is aed 880.02",11,2022,19,850.0,Credit,,Other
2022-11-19 15:12:00,transaction of aed 871.50 debited from your a/c *535 at emirates driving compan+9 71600588880 ae. avl bal is aed 8.52,11,2022,19,871.5,Debit,emirates driving compan,Other
2022-11-19 19:59:00,"dear customer, aed 1900.00 was credited to your account *535. your available account balance is aed 1908.52",11,2022,19,1900.0,Credit,,Other
2022-11-19 19:59:00,transaction of aed 515.75 debited from your a/c *535 at uae.wu.com/send_money  ab u dhabi ae. avl bal is aed 1392.77,11,2022,19,515.75,Debit,uae,Shopping
2022-11-19 20:12:00,"dear customer, aed 40.00 was credited to your account *535. your available account balance is aed 1432.77",11,2022,19,40.0,Credit,,Other
2022-11-19 20:13:00,transaction of aed 1415.75 debited from your a/c *535 at uae.wu.com/send_money  ab u dhabi ae. avl bal is aed 17.02,11,2022,19,1415.75,Debit,uae,Shopping
2022-11-20 05:33:00,"dear customer, aed 2800.00 was credited to your account *535. your available account balance is aed 2817.02",11,2022,20,2800.0,Credit,,Other
2022-11-20 19:40:00,"dear customer, aed 636.00 was debited from your account *535. your available account balance is aed 2179.97",11,2022,20,636.0,Debit,,Other
2022-11-20 19:40:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 2179.97",11,2022,20,1.05,Debit,,Other
2022-11-20 23:28:00,"dear customer, aed 100.00 was debited from your account *535. your available account balance is aed 2079.97",11,2022,20,100.0,Debit,,Other
2022-11-22 14:10:00,"dear customer, aed 15000.00 was credited to your account *535. your available account balance is aed 17079.97",11,2022,22,15000.0,Credit,,Other
2022-11-22 14:28:00,"dear customer, aed 15000.00 was credited to your account *535. your available account balance is aed 32079.97",11,2022,22,15000.0,Credit,,Other
2022-11-22 14:29:00,"dear customer, aed 15000.00 was debited from your account *535. your available account balance is aed 17079.97",11,2022,22,15000.0,Debit,,Other
2022-11-22 14:30:00,"dear customer, aed 15000.00 was debited from your account *535. your available account balance is aed 2079.97",11,2022,22,15000.0,Debit,,Other
2022-11-24 05:14:00,"dear customer, your salary of aed 16000.00 was credited to your account *535. your available account balance is aed 18079.97",11,2022,24,16000.0,Credit,,Other
2022-11-24 07:30:00,"dear customer, aed 8328.94 was debited from your account *535. your available account balance is aed 9751.03",11,2022,24,8328.94,Debit,,Other
2022-11-24 09:03:00,"dear customer, aed 4100.00 was debited from your account *535. your available account balance is aed 5649.98",11,2022,24,4100.0,Debit,,Other
2022-11-24 09:03:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 5649.98",11,2022,24,1.05,Debit,,Other
2022-11-24 10:14:00,"dear customer, aed 100.00 was debited from your account *535. your available account balance is aed 5549.98",11,2022,24,100.0,Debit,,Other
2022-11-26 17:11:00,"dear customer, aed 4387.34 was debited from your account *535. your available account balance is aed 1162.64",11,2022,26,4387.34,Debit,,Other
2022-11-26 17:42:00,"dear customer, aed 100000.00 was credited to your account *535. your available account balance is aed 101162.64",11,2022,26,100000.0,Credit,,Other
2022-11-26 22:28:00,"dear customer, aed 100.00 was debited from your account *535. your available account balance is aed 101062.64",11,2022,26,100.0,Debit,,Other
2022-11-27 00:01:00,"dear customer, aed 15000.00 was credited to your account *535. your available account balance is aed 116062.64",11,2022,27,15000.0,Credit,,Other
2022-11-27 15:42:00,"dear customer, aed 50.00 was debited from your account *535. your available account balance is aed 116011.59",11,2022,27,50.0,Debit,,Other
2022-11-27 15:42:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 116011.59",11,2022,27,1.05,Debit,,Other
2022-11-27 16:00:00,"dear customer, aed 1270.00 was credited to your account *535. your available account balance is aed 117281.59",11,2022,27,1270.0,Credit,,Other
2022-11-27 19:03:00,transaction of aed 32.99 debited from your a/c *535 at apple.com/bill         it unes.com ie. avl bal is aed 117244.91,11,2022,27,32.99,Debit,apple,Shopping
2022-11-27 19:03:00,transaction of aed 3.69 debited from your a/c *535 at apple.com/bill         ww w.apple.com ie. avl bal is aed 117244.91,11,2022,27,3.69,Debit,apple,Shopping
2022-11-28 12:10:00,"dear customer, aed 15000.00 was debited from your account *535. your available account balance is aed 102244.91",11,2022,28,15000.0,Debit,,Other
2022-11-29 14:27:00,"dear customer, aed 200.00 was debited from your account *535. your available account balance is aed 102044.91",11,2022,29,200.0,Debit,,Other
2022-11-29 18:45:00,"dear customer, aed 75.00 was debited from your account *535. your available account balance is aed 101969.91",11,2022,29,75.0,Debit,,Other
2022-11-30 19:53:00,"dear customer, aed 180.00 was debited from your account *535. your available account balance is aed 101789.91",11,2022,30,180.0,Debit,,Other
2022-12-01 18:20:00,"dear customer, aed 20.00 was debited from your account *535. your available account balance is aed 101769.91",12,2022,1,20.0,Debit,,Other
2022-12-01 18:31:00,"dear customer, aed 200.00 was credited to your account *535. your available account balance is aed 101969.91",12,2022,1,200.0,Credit,,Other
2022-12-07 12:33:00,transaction of aed 100.71 debited from your a/c *535 at ministry of education  du bai ae. avl bal is aed 101869.20,12,2022,7,100.71,Debit,ministry of education  du bai ae,Bills
2022-12-11 11:00:00,transaction of aed 497.11 debited from your a/c *535 at ministry of foreign af ab u dhabi ae. avl bal is aed 101372.09,12,2022,11,497.11,Debit,ministry of foreign af ab u dhabi ae,Other
2022-12-12 14:49:00,transaction of aed 50.00 debited from your a/c *535 at department of health   ab u dhabi ae. avl bal is aed 101322.09,12,2022,12,50.0,Debit,department of health   ab u dhabi ae,Other
2022-12-12 17:58:00,transaction of aed 308.44 debited from your a/c *535 at pureshawl              ku wait kw. avl bal is aed 101013.65,12,2022,12,308.44,Debit,pureshawl              ku wait kw,Other
2022-12-12 19:40:00,"dear customer, aed 101000.00 was debited from your account *535. your available account balance is aed 13.65",12,2022,12,101000.0,Debit,,Other
2022-12-14 06:17:00,"dear customer, aed 1500.00 was credited to your account *535. your available account balance is aed 1513.65",12,2022,14,1500.0,Credit,,Other
2022-12-16 13:19:00,"dear customer, aed 200.00 was debited from your account *535. your available account balance is aed 1313.65",12,2022,16,200.0,Debit,,Other
2022-12-17 07:55:00,"dear customer, aed 1313.00 was debited from your account *535. your available account balance is aed 0.65",12,2022,17,1313.0,Debit,,Other
2022-12-26 05:15:00,"dear customer, your salary of aed 16000.00 was credited to your account *535. your available account balance is aed 16000.65",12,2022,26,16000.0,Credit,,Other
2022-12-26 05:47:00,"dear customer, aed 16000.00 was debited from your account *535. your available account balance is aed 0.65",12,2022,26,16000.0,Debit,,Other
2023-01-03 12:28:00,"dear customer, aed 1500.00 was credited to your account *535. your available account balance is aed 1500.65",1,2023,3,1500.0,Credit,,Other
2023-01-03 16:29:00,"dear customer, aed 305.00 was debited from your account *535. your available account balance is aed 1195.65",1,2023,3,305.0,Debit,,Other
2023-01-03 20:24:00,"dear customer, aed 45.81 was debited from your account *535. your available account balance is aed 1149.84",1,2023,3,45.81,Debit,,Other
2023-01-04 14:15:00,transaction of aed 32.99 debited from your a/c *535 at apple.com/bill         it unes.com ie. avl bal is aed 1116.85,1,2023,4,32.99,Debit,apple,Shopping
2023-01-06 22:41:00,transaction of aed 3.69 debited from your a/c *535 at apple.com/bill         it unes.com ie. avl bal is aed 1113.16,1,2023,6,3.69,Debit,apple,Shopping
2023-01-07 16:59:00,"dear customer, aed 230.00 was debited from your account *535. your available account balance is aed 883.16",1,2023,7,230.0,Debit,,Other
2023-01-08 07:48:00,"dear customer, aed 25.00 was debited from your account *535. your available account balance is aed 858.16",1,2023,8,25.0,Debit,,Other
2023-01-08 16:47:00,"dear customer, aed 217.32 was debited from your account *535. your available account balance is aed 640.84",1,2023,8,217.32,Debit,,Other
2023-01-13 13:55:00,"dear customer, aed 150.00 was credited to your account *535. your available account balance is aed 790.84",1,2023,13,150.0,Credit,,Other
2023-01-14 23:09:00,"dear customer, aed 100.00 was debited from your account *535. your available account balance is aed 689.79",1,2023,14,100.0,Debit,,Other
2023-01-14 23:09:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 689.79",1,2023,14,1.05,Debit,,Other
2023-01-16 17:58:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 508.74",1,2023,16,1.05,Debit,,Other
2023-01-16 17:58:00,"dear customer, aed 180.00 was debited from your account *535. your available account balance is aed 508.74",1,2023,16,180.0,Debit,,Other
2023-01-19 14:02:00,"dear customer, aed 24350.00 was credited to your account *535. your available account balance is aed 24858.74",1,2023,19,24350.0,Credit,,Other
2023-01-19 14:12:00,"dear customer, aed 10000.00 was debited from your account *535. your available account balance is aed 14858.74",1,2023,19,10000.0,Debit,,Other
2023-01-20 08:33:00,transaction of aed 1350.75 debited from your a/c *535 at uae.wu.com/send_money  ab u dhabi ae. avl bal is aed 13507.99,1,2023,20,1350.75,Debit,uae,Shopping
2023-01-21 13:47:00,"dear customer, aed 500.00 was debited from your account *535. your available account balance is aed 6.94",1,2023,21,500.0,Debit,,Other
2023-01-21 13:48:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 6.94",1,2023,21,1.05,Debit,,Other
2023-01-21 13:48:00,"dear customer, aed 13000.00 was debited from your account *535. your available account balance is aed 6.94",1,2023,21,13000.0,Debit,,Other
2023-01-25 17:03:00,"dear customer, aed 2000.00 was credited to your account *535. your available account balance is aed 2006.94",1,2023,25,2000.0,Credit,,Other
2023-01-26 05:07:00,"dear customer, your salary of aed 16000.00 was credited to your account *535. your available account balance is aed 18006.94",1,2023,26,16000.0,Credit,,Other
2023-01-26 09:05:00,"dear customer, aed 6759.92 was debited from your account *535. your available account balance is aed 11247.02",1,2023,26,6759.92,Debit,,Other
2023-01-26 09:06:00,"dear customer, aed 10000.00 was debited from your account *535. your available account balance is aed 1247.02",1,2023,26,10000.0,Debit,,Other
2023-01-26 09:07:00,"dear customer, aed 1000.00 was debited from your account *535. your available account balance is aed 247.02",1,2023,26,1000.0,Debit,,Other
2023-01-27 13:42:00,"dear customer, aed 22.00 was debited from your account *535. your available account balance is aed 223.97",1,2023,27,22.0,Debit,,Other
2023-01-27 13:42:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 223.97",1,2023,27,1.05,Debit,,Other
2023-01-27 14:37:00,"dear customer, aed 10.00 was debited from your account *535. your available account balance is aed 218.97",1,2023,27,10.0,Debit,,Other
2023-01-27 19:01:00,transaction of aed 3.69 debited from your a/c *535 at apple.com/bill         it unes.com ie. avl bal is aed 215.28,1,2023,27,3.69,Debit,apple,Shopping
2023-01-28 16:31:00,"dear customer, aed 50.00 was debited from your account *535. your available account balance is aed 165.28",1,2023,28,50.0,Debit,,Other
2023-02-04 06:15:00,transaction of aed 154.99 debited from your a/c *535 at apple.com/bill         ww w.apple.com ie. avl bal is aed 10.29,2,2023,4,154.99,Debit,apple,Shopping
2023-02-07 00:09:00,"dear customer, aed 2500.00 was credited to your account *535. your available account balance is aed 2510.29",2,2023,7,2500.0,Credit,,Other
2023-02-07 00:09:00,transaction of aed 2300.00 debited from your a/c *535 at tap payment services   du bai ae. avl bal is aed 210.29,2,2023,7,2300.0,Debit,tap payment services   du bai ae,Bills
2023-02-07 00:14:00,"dear customer, aed 10.00 was debited from your account *535. your available account balance is aed 200.29",2,2023,7,10.0,Debit,,Other
2023-02-08 09:42:00,"dear customer, aed 3.69 was credited to your account *535. your available account balance is aed 240.66",2,2023,8,3.69,Credit,,Other
2023-02-08 09:42:00,"dear customer, aed 32.99 was credited to your account *535. your available account balance is aed 240.66",2,2023,8,32.99,Credit,,Other
2023-02-08 20:32:00,"dear customer, aed 50.00 was debited from your account *535. your available account balance is aed 190.66",2,2023,8,50.0,Debit,,Other
2023-02-09 09:32:00,"dear customer, aed 154.99 was credited to your account *535. your available account balance is aed 345.65",2,2023,9,154.99,Credit,,Other
2023-02-10 18:13:00,"dear customer, aed 32.52 was debited from your account *535. your available account balance is aed 313.13",2,2023,10,32.52,Debit,,Other
2023-02-17 12:18:00,"dear customer, aed 300.00 was debited from your account *535. your available account balance is aed 13.13",2,2023,17,300.0,Debit,,Other
2023-02-21 15:56:00,"dear customer, aed 100.00 was credited to your account *535. your available account balance is aed 113.13",2,2023,21,100.0,Credit,,Other
2023-02-21 15:57:00,"dear customer, aed 100.00 was debited from your account *535. your available account balance is aed 13.13",2,2023,21,100.0,Debit,,Other
2023-02-21 17:17:00,"dear customer, aed 100.00 was credited to your account *535. your available account balance is aed 113.13",2,2023,21,100.0,Credit,,Other
2023-02-21 17:18:00,transaction of aed 100.00 debited from your a/c *535 at saaed for traffic syst ab u dhabi ae. avl bal is aed 13.13,2,2023,21,100.0,Debit,saaed,Other
2023-02-26 07:38:00,"dear customer, your salary of aed 16000.00 was credited to your account *535. your available account balance is aed 16011.13",2,2023,26,16000.0,Credit,,Other
2023-02-28 09:28:00,"dear customer, aed 3500.00 was debited from your account *535. your available account balance is aed 12511.13",2,2023,28,3500.0,Debit,,Other
2023-02-28 09:30:00,"dear customer, aed 10000.00 was debited from your account *535. your available account balance is aed 2511.13",2,2023,28,10000.0,Debit,,Other
2023-02-28 09:48:00,"dear customer, aed 1363.95 was debited from your account *535. your available account balance is aed 1146.13",2,2023,28,1363.95,Debit,,Other
2023-02-28 09:48:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 1146.13",2,2023,28,1.05,Debit,,Other
2023-02-28 09:50:00,"dear customer, aed 100.00 was debited from your account *535. your available account balance is aed 1046.13",2,2023,28,100.0,Debit,,Other
